item_id,case_id,row,field,candidate,gd_value,gd_status,claude_status,claude_quote,claude_reason,claude_agrees,gpt_status,gpt_quote,gpt_reason,gpt_agrees
J2-064,v6-B3-01,1,capacity_type,discharge,discharge,STATED,STATED,"""maintains a specific discharge capacity of 156 mAh g−1""",discharge stated,yes,STATED,"""specific discharge capacity of 156 mAh g−1""",The 156 mAh/g value is explicitly discharge capacity.,yes
J2-065,v6-B3-01,1,cycle,100,100,STATED,STATED,"""By the end of 100 cycles""",cycle 100 stated,yes,STATED,"""By the end of 100 cycles""",The measurement is explicitly after 100 cycles.,yes
J2-066,v6-B3-01,1,c_rate,1C (200 mA/g),1C (200 mA/g),INFERRED,STATED,"""galvanostatic charge-discharge tests (Land Cycler) at 1C (200 mA g−1) within the voltage range 3.0–4.6 V""",Fig. 2a is 100 cycles at 1C,yes,STATED,"""Fig. 2a presents the specific discharge capacity over 100 cycles at 1C.""",The cycling measurement is explicitly at 1C.,yes
J2-067,v6-B3-01,1,voltage_window,3.0–4.6 V,3.0–4.6 V,INFERRED,STATED,"""at 1C (200 mA g−1) within the voltage range 3.0–4.6 V""",window stated,yes,STATED,"""bare NMC811 and LWO-NMC811 electrodes were compared at 3.0–4.6 V""",The cycling measurement is explicitly between 3.0 and 4.6V.,yes
J2-068,v6-B3-01,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""CR2016 cells (Hohsen) were assembled with the bare NMC811 or LWO-NMC811 as the cathode, lithium metal foil (MSE Supplies) as the anode""",cell assembly covers this test,yes,INFERRED,"""CR2016 cells ... lithium metal foil ... as the anode""",Methods establish lithium-metal coin cells for the NMC811 cycling study.,yes
J2-069,v6-B3-01,1,temperature,Room temperature,not_reported,NOT_REPORTED,NOT_REPORTED,,no cycling temperature given; 20 °C stated only for dilatometry,yes,NOT_REPORTED,,The paper does not establish room temperature for this 100-cycle measurement.,yes
J2-070,v6-B3-01,1,electrolyte,1 M LiPF6 in EC:DMC 1:1 (v/v),1 M LiPF6 in EC:DMC 1:1 (v/v),INFERRED,INFERRED,"""200 μL of 1 M LiPF6 in 1:1 (v/v %) ethylene carbonate and dimethyl carbonate (Sigma-Aldrich) solution as electrolyte""",cell assembly covers this test,yes,INFERRED,"""1 M LiPF6 in 1:1 (v/v %) ethylene carbonate and dimethyl carbonate""",Methods specify this electrolyte for the NMC811/LWO-NMC811 cells.,yes
J2-071,v6-B4-05,1,capacity,187.4,187.4,STATED,STATED,"""the rate capabilities of 174, 187.4 and 181.7 mA h g−1 for NCM811-CS-1, NCM811-CS-3, and NCM811-CS-5 at 5C""",value given,yes,STATED,"""rate performance at 5C of 187.4 mA h g−1""",The paper explicitly reports 187.4 mAh/g at 5C.,yes
J2-072,v6-B4-05,1,material,NCM811,NCM811,STATED,STATED,"""187.4 and 181.7 mA h g−1 for NCM811-CS-1, NCM811-CS-3, and NCM811-CS-5 at 5C""",sample named,yes,STATED,"""co-modiﬁed NCM811 cathode""",The measured material is explicitly NCM811.,yes
J2-073,v6-B4-05,1,modification,"3 wt% CoSO4 co-modification (Li2SO4 coating, Co doping)","3 wt% CoSO4 co-modification (Li2SO4 coating, Co doping)",STATED,INFERRED,"""The content of CoSO4$7H2O in the mixture was 1, 3 and 5 wt%, and the obtained samples were labeled as NCM811-CS-1, NCM811-CS-3, and NCM811-CS-5""",CS-3 = 3 wt% CoSO4,yes,STATED,"""co-modified NCM811 cathode with 3 wt% CoSO4""",The paper explicitly attributes Co doping and Li2SO4 coating to 3 wt% CoSO4.,yes
J2-074,v6-B4-05,1,capacity_type,discharge,not_reported,NOT_REPORTED,INFERRED,"""To evaluate the rate capabilities of the co-modication samples, the samples are measured between 0.1C–5C.""",rate-capability value is the discharge capacity,no,NOT_REPORTED,,"The 187.4 mAh/g statement says rate performance, not specifically discharge capacity.",yes
J2-075,v6-B4-05,1,cycle,(any cycle number — say whether the paper gives one),not_reported,NOT_REPORTED,NOT_REPORTED,,rate test; no cycle index given,yes,NOT_REPORTED,,The 187.4 mAh/g rate-performance value is not assigned to a cycle number.,yes
J2-076,v6-B4-05,1,c_rate,5C (1C = 200 mA/g),5C (1C = 200 mA/g),STATED,STATED,"""1C rate corresponds to a current density of 200 mA h g−1 in this work.""",5C in sentence; 1C defined in methods,yes,STATED,"""rate performance at 5C of 187.4 mA h g−1""",The paper explicitly assigns the value to 5C.,yes
J2-077,v6-B4-05,1,voltage_window,2.8–4.5 V,2.8–4.5 V,INFERRED,INFERRED,"""The electrochemical performance of pristine and modied NCM811 materials were tested between 2.8 and 4.5 V vs. Li+/Li.""",covers all tests,yes,INFERRED,"""The electrochemical performance of pristine and modiﬁed NCM811 materials were tested between 2.8 and 4.5 V vs. Li+/Li.""",The rate test is part of the reported electrochemical performance.,yes
J2-078,v6-B4-05,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""The cells were assembled using lithium metal as the anode, microporous membranes (Celgard 2550s) as a separator""",CR2032 cells vs Li metal,yes,INFERRED,"""Li metal as the anode""",The cell construction establishes lithium metal as the negative electrode.,yes
J2-079,v6-B4-05,1,temperature,room temperature (no number),room temperature (no number),INFERRED,INFERRED,"""performed using a LANHE CT2001A battery tester (Wuhan, China) at room temperature under various rates""",covers rate capability,yes,STATED,"""rate performance ... at room temperature""",The paper’s rate-capability testing is stated to be at room temperature.,yes
J2-080,v6-B4-05,1,electrolyte,1 M LiPF6 in EC/DMC/EMC,1 M LiPF6 in EC/DMC/EMC,INFERRED,INFERRED,"""1 mol L−1 LiPF6 in a mixed solution containing ethylene carbonate (EC)/dimethyl carbonate (DMC)/ethyl methyl carbonate (EMC) with volume ratio of 1 : 1 : 1""",cell assembly,yes,INFERRED,"""1 mol L−1 LiPF6 in EC/DMC/EMC with volume ratio 1:1:1""",The electrolyte is specified in the methods for these electrochemical tests.,yes
J2-081,v6-B1-14,1,capacity,(any value — say whether the paper establishes one),not_reported,NOT_REPORTED,NOT_REPORTED,,only capacity retention (88–90%) reported for full cells,yes,NOT_REPORTED,,"The paper reports 88–90% retention after 300 cycles, not an absolute capacity.",yes
J2-082,v6-B1-14,1,material,NMC811 (CP_A),NMC811 (CP_A),STATED,STATED,"""Capacity retention (green circles) and Coulombic efciency (red circles) at 1C rate for the NMC811 samples CP_A (a) and CP7_MW3 (b) in full cells with the LTO anode""",sample named,yes,STATED,"""the CP_A sample""",The full-cell figure explicitly identifies CP_A as an NMC811 sample.,yes
J2-083,v6-B1-14,1,modification,conventional co-precipitation precursor,conventional co-precipitation precursor,STATED,STATED,"""NMC811 material obtained via the conventional co-precipitation route (CP_A)""",CP_A definition,yes,STATED,"""NMC811 material obtained via the conventional co-precipitation route (CP_A)""",CP_A is explicitly identified as the conventional co-precipitation material.,yes
J2-084,v6-B1-14,1,capacity_type,retention only,retention only,STATED,STATED,"""Both materials demonstrate capacity retention of 88–90% after 300 cycles at 1C""","retention only, no capacity",yes,STATED,"""capacity retention of 88–90% after 300 cycles at 1C""","The full-cell measurement reports retention, not absolute capacity.",yes
J2-085,v6-B1-14,1,cycle,300,300,STATED,STATED,"""capacity retention of 88–90% after 300 cycles at 1C""",cycle 300 stated,yes,STATED,"""after 300 cycles at 1C""",The reported retention measurement is explicitly after 300 cycles.,yes
J2-086,v6-B1-14,1,c_rate,1C,1C,STATED,STATED,"""capacity retention of 88–90% after 300 cycles at 1C""",rate stated,yes,STATED,"""after 300 cycles at 1C""",The full-cell retention test is explicitly at 1C.,yes
J2-087,v6-B1-14,1,voltage_window,1.60–2.65 V (full-cell voltage),1.60–2.65 V (full-cell voltage),INFERRED,INFERRED,"""were performed in the potential range of 1.60–2.65 V at room temperature. Capacity retention tests were performed after formation in the same potential range at 1C""",same range,yes,STATED,"""capacity retention tests ... in the same potential range at 1C""",The full-cell voltage range is explicitly 1.60–2.65V.,yes
J2-088,v6-B1-14,1,cell_type,"full cell, Li4Ti5O12 anode","full cell, Li4Ti5O12 anode",STATED,STATED,"""in full cells with the LTO anode""","full cell, Li4Ti5O12",yes,STATED,"""Capacity retention ... for the NMC811 samples CP_A ... in full cells with the LTO anode.""",The figure explicitly identifies full cells with LTO anode.,yes
J2-089,v6-B1-14,1,temperature,room temperature (no number),room temperature (no number),INFERRED,INFERRED,"""and CC discharge (1C constant current till 1.60 V) at room temperature""",retention-test methods,yes,STATED,"""at room temperature""",Full-cell formation and retention testing are explicitly at room temperature.,yes
J2-090,v6-B1-14,1,electrolyte,1 M LiPF6 in EC:EMC 2:5 (wt) + 2 wt% VC,1 M LiPF6 in EC:EMC 2:5 (wt) + 2 wt% VC,INFERRED,INFERRED,"""1 M LiPF6 solution in ethylene carbonate/ethyl methyl carbonate solution (EC:EMC = 2:5 by weight) + 2 wt.% of vinylene carbonate was used as an electrolyte""",full-cell methods,yes,STATED,"""1 M LiPF6 solution in ... EC:EMC = 2:5 by weight + 2 wt.% of vinylene carbonate""",The full-cell electrolyte is explicitly specified.,yes
J2-091,v6-B1-14,2,capacity,(any value — say whether the paper establishes one),not_reported,NOT_REPORTED,NOT_REPORTED,,only capacity retention (88–90%) reported for full cells,yes,NOT_REPORTED,,"The paper reports retention after 300 cycles, not the corresponding absolute capacity.",yes
J2-092,v6-B1-14,2,material,NMC811 (CP7_MW3),NMC811 (CP7_MW3),STATED,STATED,"""for the NMC811 samples CP_A (a) and CP7_MW3 (b) in full cells with the LTO anode""",sample named,yes,STATED,"""the CP7_MW3 material""",CP7_MW3 is explicitly an NMC811 sample.,yes
J2-093,v6-B1-14,2,modification,70:30 mix of CP_A and MW_30m_A,70:30 mix of CP_A and MW_30m_A,STATED,STATED,"""The optimal mass ratio between CP_A and MW_30m_A samples was found to be 7:3 (the sample is denoted as CP7_MW3)""",70:30 mix,yes,STATED,"""The optimal mass ratio between CP_A and MW_30m_A samples was found to be 7:3 ... CP7_MW3""",The paper explicitly defines the 70:30 mixture.,yes
J2-094,v6-B1-14,2,capacity_type,retention only,retention only,STATED,STATED,"""Both materials demonstrate capacity retention of 88–90% after 300 cycles at 1C""","retention only, no capacity",yes,STATED,"""Both materials demonstrate capacity retention of 88–90% after 300 cycles at 1C""",The reported full-cell result is capacity retention.,yes
J2-095,v6-B1-14,2,cycle,300,300,STATED,STATED,"""capacity retention of 88–90% after 300 cycles at 1C""",cycle 300 stated,yes,STATED,"""after 300 cycles at 1C""",The reported full-cell retention measurement is after 300 cycles.,yes
J2-096,v6-B1-14,2,c_rate,1C,1C,STATED,STATED,"""capacity retention of 88–90% after 300 cycles at 1C""",rate stated,yes,STATED,"""after 300 cycles at 1C""",The full-cell retention test is explicitly at 1C.,yes
J2-097,v6-B1-14,2,voltage_window,1.60–2.65 V (full-cell voltage),1.60–2.65 V (full-cell voltage),INFERRED,INFERRED,"""were performed in the potential range of 1.60–2.65 V at room temperature. Capacity retention tests were performed after formation in the same potential range at 1C""",same range,yes,STATED,"""capacity retention tests ... in the same potential range at 1C""",The full-cell retention window is explicitly 1.60–2.65V.,yes
J2-098,v6-B1-14,2,cell_type,"full cell, Li4Ti5O12 anode","full cell, Li4Ti5O12 anode",STATED,STATED,"""in full cells with the LTO anode""","full cell, Li4Ti5O12",yes,STATED,"""in full cells with the LTO anode""",The paper explicitly identifies the full-cell configuration and LTO anode.,yes
J2-099,v6-B1-14,2,temperature,room temperature (no number),room temperature (no number),INFERRED,INFERRED,"""and CC discharge (1C constant current till 1.60 V) at room temperature""",retention-test methods,yes,STATED,"""at room temperature""",Full-cell testing is explicitly performed at room temperature.,yes
J2-100,v6-B1-14,2,electrolyte,1 M LiPF6 in EC:EMC 2:5 (wt) + 2 wt% VC,1 M LiPF6 in EC:EMC 2:5 (wt) + 2 wt% VC,INFERRED,INFERRED,"""1 M LiPF6 solution in ethylene carbonate/ethyl methyl carbonate solution (EC:EMC = 2:5 by weight) + 2 wt.% of vinylene carbonate""",full-cell methods,yes,STATED,"""1 M LiPF6 solution in ... EC:EMC = 2:5 by weight + 2 wt.% of vinylene carbonate""",The full-cell electrolyte is explicitly specified.,yes
J2-101,v6-B3-03,1,capacity,110 (approximately),110 (approximately),STATED,STATED,"""the HR-NCM retained a high discharge capacity of ~110 mAh g-1""",value given,yes,STATED,"""Even at 15 C, the HR-NCM retained a high discharge capacity of ~110 mAh g-1""",The paper explicitly reports approximately 110 mAh/g.,yes
J2-102,v6-B3-03,1,material,NCM811 (HR-NCM),NCM811 (HR-NCM),STATED,INFERRED,"""Li[Ni0.8Co0.1Mn0.1]O2 (NCM811) cathode materials with two distinct primary particle length/width ratios were synthesized""",HR-NCM is one of them,yes,STATED,"""the HR-NCM""",HR-NCM is explicitly the higher-length/width-ratio NCM811 cathode.,yes
J2-103,v6-B3-03,1,modification,high primary-particle length/width ratio,high primary-particle length/width ratio,STATED,STATED,"""higher primary particle length/width ratio (namely, HR-NCM)""",HR = high length/width ratio,yes,STATED,"""higher primary particle length/width ratio (namely, HR-NCM)""",The paper explicitly defines HR-NCM by its higher primary-particle length/width ratio.,yes
J2-104,v6-B3-03,1,capacity_type,discharge,discharge,STATED,STATED,"""retained a high discharge capacity of ~110 mAh g-1""",discharge stated,yes,STATED,"""retained a high discharge capacity of ~110 mAh g-1""",The paper explicitly labels 110 mAh/g as discharge capacity.,yes
J2-105,v6-B3-03,1,cycle,(any cycle number — say whether the paper gives one),not_reported,NOT_REPORTED,NOT_REPORTED,,rate test; no cycle index given,yes,NOT_REPORTED,,The 15C rate-capability value is not tied to a cycle number.,yes
J2-106,v6-B3-03,1,c_rate,15C,15C,STATED,STATED,"""Even at 15 C, the HR-NCM retained a high discharge capacity of ~110 mAh g-1""",rate stated,yes,STATED,"""Even at 15 C""",The rate-capability measurement explicitly includes 15C.,yes
J2-107,v6-B3-03,1,voltage_window,2.7–4.3 V,2.7–4.3 V,INFERRED,INFERRED,"""tested ... between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C. To evaluate the rate capability, the cells underwent charging and discharging at rates ranging from 0.1 to 15 C""",covers rate test,yes,STATED,"""The electrochemical cycling performance of the cells was tested ... between 2.7 and 4.3 V""",The rate capability is measured within the stated cell voltage window.,yes
J2-108,v6-B3-03,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""evaluated in CR2032-type half cells constructed using lithium metal as the anode""",covers all electrochemistry,yes,INFERRED,"""lithium metal foils serving as the counter and reference electrode""",The methods establish lithium-metal half-cell construction.,yes
J2-109,v6-B3-03,1,temperature,25 °C,25 °C,INFERRED,INFERRED,"""between 2.7 and 4.3 V (vs. Li/Li+) at 25 °C""",methods cover rate test,yes,STATED,"""tested ... at 25 °C""",The electrochemical cell tests are explicitly at 25°C.,yes
J2-110,v6-B3-03,1,electrolyte,1 M LiPF6 in EC/DEC/DMC (1:1:1 vol) + 5 wt% FEC,1 M LiPF6 in EC/DEC/DMC (1:1:1 vol) + 5 wt% FEC,INFERRED,INFERRED,"""The electrolyte used was 1 M LiPF6 in EC/DEC/DMC (1:1:1 Vol%) with 5 wt% FEC as an additive.""",cell assembly,yes,INFERRED,"""1 M LiPF6 in EC/DEC/DMC (1:1:1 Vol%) with 5 wt% FEC as an additive""",The electrolyte is specified in methods for these electrochemical tests.,yes
J2-111,v6-B1-10,1,capacity,224,224,STATED,STATED,"""A high capacity of 224 mAh g−1 is delivered at 0.2 C when NCM811 cathode is charged to 4.6 V""",value given,yes,STATED,"""A high capacity of 224 mAh g−1 is delivered at 0.2 C""",The paper explicitly reports 224 mAh/g.,yes
J2-112,v6-B1-10,1,material,NCM811,NCM811,STATED,STATED,"""when NCM811 cathode is charged to 4.6 V""",material named,yes,STATED,"""when NCM811 cathode is charged to 4.6 V""",The measurement explicitly identifies NCM811.,yes
J2-113,v6-B1-10,1,modification,(any value — say whether the paper establishes one),not_reported,NOT_REPORTED,NOT_REPORTED,,"commercial NCM811 electrode; no coating, dopant or additive reported",yes,NOT_REPORTED,,"No cathode coating, dopant, or additive is established for this NCM811 measurement.",yes
J2-114,v6-B1-10,1,capacity_type,discharge,not_reported,NOT_REPORTED,INFERRED,"""A high capacity of 224 mAh g−1 is delivered at 0.2 C""","capacity ""delivered"" on discharge",no,NOT_REPORTED,,The 224 mAh/g statement does not specify whether 224 is charge or discharge capacity.,yes
J2-115,v6-B1-10,1,cycle,1,not_reported,NOT_REPORTED,NOT_REPORTED,,0.2 C used for the first three activation cycles; cycle not specified,yes,NOT_REPORTED,,The 224 mAh/g value is not assigned to a specific cycle number.,yes
J2-116,v6-B1-10,1,c_rate,0.2C,0.2C,STATED,STATED,"""is delivered at 0.2 C""",rate stated,yes,STATED,"""A high capacity of 224 mAh g−1 is delivered at 0.2 C""",The measurement explicitly specifies 0.2C.,yes
J2-117,v6-B1-10,1,voltage_window,3.0–4.6 V,3.0–4.6 V,INFERRED,INFERRED,"""The Li",covers this cell,yes,INFERRED,"""Li",The cycling conditions establish the voltage window for this cell measurement.,yes
J2-118,v6-B1-10,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""Coin cells were assembled using Li metal foils with a thickness of 350 μm ... as the metal electrode and a NCM811 ... positive electrode""",Li metal coin cell,yes,INFERRED,"""Li metal""",NCM811 coin-cell configuration establishes lithium metal as the negative electrode.,yes
